GVK_ID	DRUG_NAME	LAST_SIGNIFICANT_UPDATE	STATUS	REASON_WITHDRAWN	REMARKS	DRUG_DOSE	HIGHEST_PHASE_TRIAL	MODE_OF_ACTION	DATABASE_NAME	HIGHEST_PHASE_ALL	APPROVAL_DATE	STD_HIGHEST_PHASE_ALL	FLAG	COMPANY_NAME	GVK_ID_1	FLAG_1	APPROVAL_YEAR	LAST_SIGNIFICANT_UPDATE_YEAR
30002561	663175	May 10, 2012					Preclinical	Dipeptidyl peptidase 1 inhibitor	CCD	Preclinical - Asthma, Allergic rhinitis, Chronic obstructive pulmonary disease		Preclinical	JUL12_3	ASTRAZENECA AB	30002561	JUL12_3	1995	2012
30002562	663176	May 10, 2012					Preclinical	Dipeptidyl peptidase 1 inhibitor	CCD	Preclinical - Asthma, Chronic obstructive pulmonary disease		Preclinical	JUL12_3	ASTRAZENECA PLC.	30002562	JUL12_3	1995	2012
30111011	AZD-3293	June 30, 2015					Phase III	As an inhibitor of the action of Beta-secretase enzyme, it could prevent the build up of beta-amyloid, which may help to slow the progression of, or stop, the disease	CCD	Phase III - Alzheimer's disease; Phase II - Alzheimer's disease; Phase I - Alzheimer's disease		Phase III; Phase II; Phase I	APR13_3	ASTRAZENECA PLC.	30111011	APR13_3	1995	2015
30005399	ZM-274773	August 29, 2012					Preclinical	NK2 receptor antagonist	CCD	Preclinical - ASTHMA, URINARY INCONTINENCE		Preclinical	JAN13_3	ASTRAZENECA PLC	30005399	JAN13_3	1995	2012
30106295	AZ-3146	September 27, 2012					Preclinical	Monopolar spindle 1 kinase inhibitor	CCD	Preclinical - Tumor		Preclinical	JAN13_3	ASTRAZENECA UK LTD	30106295	JAN13_3	1995	2012
30106296	AZ-12216052	November 28, 2012					Preclinical	Metabotropic glutamate receptor antagonist	CCD	Preclinical - Anxiety		Preclinical	SEP13_4	ASTRAZENECA PHARMACEUTICALS	30106296	SEP13_4	1995	2012
30107440	CHLORODYSINOSIN A	December 05, 2012					Preclinical	Thrombin inhibitor; Coagulation factor VIIA inhibitor; Factor Xa inhibitor	CCD	Preclinical - Platelet aggregation		Preclinical	SEP13_1	ASTRAZENECA PLC.	30107440	SEP13_1	1995	2012
30003728	CAM3001	December 31, 2013					Phase II	Colony stimulating factor 2 receptor alpha antagonist	CCD	Phase II - Rheumatoid arthritis		Phase II	JUN12	ASTRAZENECA PLC	30003728	JUN12	1995	2013
30003729	CAT354	August 14, 2015					Phase III	Interleukin 13 receptor blocker	CCD	Phase III - Asthma; Phase II - Alopecia areata, Atopic dermatitis; Discontinued - Chronic obstructive pulmonary disease, Idiopathic pulmonary fibrosis, Ulcerative colitis		Phase III; Phase II	JUN12	ASTRAZENECA PLC	30003729	JUN12	1995	2015
30115799	AZ-12908010	June 24, 2013					Preclinical	Fibroblast growth factor receptor inhibitor	CCD	Preclinical - HEAD AND NECK CANCER, NON-SMALL CELL LUNG CANCER		Preclinical	JUL13_4	ASTRAZENECA	30115799	JUL13_4	1995	2013
30003791	AZD-1208	September 24, 2013					Phase I	Pim oncogene inhibitor	CCD	Phase I - Acute myeloid leukemia, Advanced solid malignancies, Malignant lymphoma		Phase I	FEB14_4	ASTRAZENECA PLC	30003791	FEB14_4	1995	2013
30004129	AZD-7451	June 20, 2012					Preclinical	Neurotrophic tyrosine kinase receptor inhibitor	CCD	Preclinical - Cancer		Preclinical	FEB14_4	ASTRAZENECA AB	30004129	FEB14_4	1995	2012
30003856	AZD-4282	October 09, 2012					Discontinued		CCD	Discontinued - Solid tumor		Discontinued	FEB14_4	ASTRAZENECA	30003856	FEB14_4	1995	2012
30003857	AZD-4440	May 21, 2012		AstraZeneca plc. had discontinued the development of AZD-4440 due to failure to meet their target product profiles			Discontinued		CCD	Discontinued - Solid tumor		Discontinued	FEB14_4	ASTRAZENECA PLC	30003857	FEB14_4	1995	2012
30003858	AZD-4619	May 21, 2012					Discontinued	Peroxisome proliferator-activator receptor agonist	CCD	Discontinued - Dyslipidemia		Discontinued	FEB14_4	ASTRAZENECA PLC	30003858	FEB14_4	1995	2012
30003859	AZD-4750	May 21, 2012					Discontinued	Chemokine receptor antagonist	CCD	Discontinued - Multiple sclerosis		Discontinued	FEB14_4	ASTRAZENECA PLC	30003859	FEB14_4	1995	2012
30003861	AZD-5455	May 21, 2012					Discontinued		CCD	Discontinued - Anxiety		Discontinued	FEB14_4	ASTRAZENECA PLC	30003861	FEB14_4	1995	2012
30003862	AZD-6495	May 21, 2012					Discontinued	Colony stimulating factor 1 receptor antagonist	CCD	Discontinued - Solid tumor		Discontinued	FEB14_4	ASTRAZENECA PLC	30003862	FEB14_4	1995	2012
30003863	AZD-8294	May 21, 2012					Discontinued		CCD	Discontinued - Dyslipidemia		Discontinued	FEB14_4	ASTRAZENECA PLC	30003863	FEB14_4	1995	2012
30115155	AZ-11805131	June 09, 2013					Preclinical	DP2 receptor antagonist	CCD	Preclinical - Chronic Obstructive Pulmonary Disease		Preclinical	JUL13_2	ASTRAZENECA PLC.	30115155	JUL13_2	1995	2013
30006586	AZD-8955	August 07, 2012					Discontinued	Collagenase inhibitor	CCD	Discontinued - Osteoarthritis		Discontinued	FEB14_4	ASTRAZENECA PLC.	30006586	FEB14_4	1995	2012
30115578	AZD-2691	June 18, 2013					Preclinical	Cannabinoid CB1 receptor antagonist	CCD	Preclinical - OBESITY, DIABETES		Preclinical	SEP13_4	ASTRAZENECA	30115578	SEP13_4	1995	2013
30115212	AZ-11665362	June 10, 2013					Preclinical	CRTH2 antagonist	CCD	Preclinical - Allergy		Preclinical	JUL13_2	ASTRAZENECA PLC.	30115212	JUL13_2	1995	2013
30004042	CAT-5001	May 29, 2012					Discontinued	Mesothelin inhibitor	CCD	Discontinued - Solid tumor		Discontinued	FEB14_4	ASTRAZENECA PLC.	30004042	FEB14_4	1995	2012
30113469	AZ-505	April 22, 2013					Preclinical	SET AND MYND DOMAIN CONTAINING PROTEIN 2 INHIBITOR	CCD	Preclinical - CANCER		Preclinical	OCT13_4	ASTRAZENECA AB	30113469	OCT13_4	1995	2013
30004099	AMG-139	September 13, 2013					Phase II	Neutralizes IL-23 interaction with its receptor while sparing IL-12	CCD	Phase II - Crohn's disease; Phase I - Psoriasis		Phase II; Phase I	FEB14_4	ASTRAZENECA PLC.	30004099	FEB14_4	1995	2013
30004100	AMG-157	June 30, 2015					Phase II	Blocks the interaction of Thymic stromal lymphopoietin protein with Thymic stromal lymphopoietin protein receptor	CCD	Phase II - Asthma, Cat allergy; Phase I - Asthma, Atopic dermatitis		Phase II; Phase I	FEB14_4	ASTRAZENECA PLC.	30004100	FEB14_4	1995	2015
30114827	GKA-71	July 14, 2014					Preclinical	Glucokinase activator	CCD	Preclinical - Type-2 diabetes		Preclinical	JUL14_4	ASTRAZENECA PLC	30114827	JUL14_4	1995	2014
30115380	H-32786	July 08, 2014					Discontinued		CCD	Phase II - ATHEROSCLEROSIS; Discontinued - ATHEROSCLEROSIS		Phase II; Discontinued	JUL14_4	ASTRAZENECA	30115380	JUL14_4	1995	2014
30005912	FLB-463	May 26, 2014					Preclinical	Dopamine receptor D2 antagonist	CCD	Preclinical - Psychosis		Preclinical	JUN14_4	ASTRAZENECA PLC	30005912	JUN14_4	1995	2014
30005854	ARH-040922	September 12, 2012					Discontinued	Neuropeptide Y1 receptor antagonist	CCD	Phase I - ISCHEMIC HEART DISEASE; Discontinued - ISCHEMIC HEART DISEASE		Phase I; Discontinued	MAR14_4	ASTRAZENECA PLC	30005854	MAR14_4	1995	2012
30106977	ARH-067637	October 30, 2012					Preclinical	Thrombin inhibitor	CCD	Preclinical - COAGULATION DISORDERS		Preclinical	MAR14_4	ASTRAZENECA	30106977	MAR14_4	1995	2012
30116104	ARHO-47108	May 30, 2014					Preclinical	Proton pump (H+/K+-ATPase) inhibitor	CCD	Preclinical - Gastroesophageal Reflux Disease		Preclinical	JUN14_4	ASTRAZENECA	30116104	JUN14_4	1995	2014
30117630	[11C]-AZD-2995	May 23, 2014					Phase I	Beta amyloid modulator	CCD	Phase I - Alzheimer's disease		Phase I	JUN14_4	ASTRAZENECA PLC.	30117630	JUN14_4	1995	2014
30114525	AZD-8165	June 30, 2015					No Development	Thrombin inhibitor	CCD	No Development - Coagulation disorders; Phase I - Coagulation disorders		No Development; Phase I	JUL13_4	ASTRAZENECA	30114525	JUL13_4	1995	2015
30108233	ARC-109318-XX	January 17, 2013					Preclinical	P2Y12 receptor antagonist	CCD	Preclinical - Platelet aggregation		Preclinical	MAR14_4	ASTRAZENECA	30108233	MAR14_4	1995	2013
30108550	ARD-111421	December 19, 2012					Preclinical	Vasoactive intestinal polypeptide receptor agonist	CCD	Preclinical - Asthma		Preclinical	MAR14_4	ASTRAZENECA PLC.	30108550	MAR14_4	1995	2012
30111932	ARHO-29953-XX	April 24, 2013					Preclinical		CCD	Preclinical - VENOUS THROMBOEMBOLISM		Preclinical	MAR14_4	ASTRA HASSLE AB	30111932	MAR14_4	1995	2013
30005495	H-40922	May 06, 2014					Discontinued	Neuropeptide Y1 receptor antagonist	CCD	Phase II - ISCHEMIC HEART DISEASE; Discontinued - ISCHEMIC HEART DISEASE		Phase II; Discontinued	MAY14_5	ASTRAZENECA PLC	30005495	MAY14_5	1995	2014
30005637	ZD-7851	January 17, 2013					Discontinued	Oxidosqualene cyclase inhibitor	CCD	Discontinued - Hypercholesterolemia		Discontinued	MAY14_5	ASTRAZENECA PHARMACEUTICALS	30005637	MAY14_5	1995	2013
16001412	AR-C102222	June 15, 2015					Discontinued	Inducible Nitric oxide synthase inhibitor; Endothelial nitric oxidase synthase inhibitor; Neuronal nitric oxide synthase inhibitor	CCD	Discontinued - Inflammatory disease; Preclinical - Inflammatory disease		Discontinued; Preclinical	Q1Q2	ASTRAZENECA PLC.	16001412	Q1Q2	1995	2015
30124349	ZD-2767D	January 13, 2016					Preclinical		CCD	Preclinical - CANCER		Preclinical	JAN16	ASTRAZENECA PLC	30124349	JAN16	1995	2016
30122784	AZD-3759	March 28, 2016					Phase II	Epidermal growth factor receptor tyrosine kinase inhibitor	CCD	Phase II - BRAIN METASTASES; Phase I - NON-SMALL CELL LUNG CANCER		Phase II; Phase I	AUG15	ASTRAZENECA	30122784	APR16	1995	2016
30122784	AZD-3759	March 28, 2016					Phase II	Epidermal growth factor receptor tyrosine kinase inhibitor	CCD	Phase II - BRAIN METASTASES; Phase I - NON-SMALL CELL LUNG CANCER		Phase II; Phase I	AUG15	ASTRAZENECA PLC	30122784	AUG15	1995	2016
30122785	AZD-6738	July 27, 2015					Phase I	ATR INHIBITOR	CCD	Phase I - Solid tumor		Phase I	AUG15	ASTRAZENECA PLC	30122785	AUG15	1995	2015
30122814	AZD-8835	July 16, 2015					Phase I	PHOSPHOINOSITIDE 3-KINASE ALPHA INHIBITOR; PHOSPHOINOSITIDE 3-KINASE DELTA INHIBITOR	CCD	Phase I - ADVANCED SOLID MALIGNANCIES		Phase I	AUG15	ASTRAZENECA PLC	30122814	AUG15	1995	2015
30122815	AZD-9496	July 21, 2015					Phase I	ESTROGEN RECEPTOR DOWN-REGULATOR; ESTROGEN RECEPTOR ALPHA ANTAGONIST	CCD	Phase I - BREAST CARCINOMA		Phase I	AUG15	ASTRAZENECA PLC	30122815	AUG15	1995	2015
30122820	MEDI-1814	July 20, 2015					Phase I		CCD	Phase I - Alzheimer's disease		Phase I	AUG15	ASTRAZENECA PLC	30122820	AUG15	1995	2015
30122821	MEDI-3902	July 20, 2015					Phase I	MEDI3902 IS A BISPECIFIC MONOCLONAL ANTIBODY THAT INHIBITS PSEUDOMONAS AERUGINOSA TYPE 3 SECRETION MEDIATED CYTOTOXICITY AND PROMOTES OPSONOPHAGOCYTIC KILLING OF THE BACTERIUM BY TARGETING THE T3S PCRV PROTEIN AND THE PSL EXOPOLYSACCHARIDE	CCD	Phase I - NOSOCOMIAL PNEUMONIA		Phase I	AUG15	ASTRAZENECA PLC	30122821	AUG15	1995	2015
30122822	MEDI-4893	July 21, 2015					Phase II	MEDI4893 IS AN IMMUNOGLOBULIN G MONOCLONAL ANTIBODY THAT SPECIFICALLY BINDS TO AND NEUTRALISES ALPHA TOXIN, A STAPHYLOCOCCUS AUREUS VIRULENCE FACTOR	CCD	Phase II - PNEUMONIA		Phase II	AUG15	ASTRAZENECA PLC	30122822	AUG15	1995	2015
30124883	NEO-6860	March 17, 2016					Phase II	Vanilloid receptor TRPV1 antagonist	CCD	Phase II - OSTEOARTHRITIC PAIN; Phase I - OSTEOARTHRITIC PAIN		Phase II; Phase I	APR16	ASTRAZENECA CANADA	30124883	APR16	1995	2016
30125062	AZD0156	March 28, 2016					Phase I	ATM SERINE/THREONINE KINASE INHIBITOR	CCD	Phase I - Solid tumor		Phase I	APR16	ASTRAZENECA	30125062	APR16	1995	2016
30125067	AZD7594	April 01, 2016					Phase II	Glucocorticoid receptor modulator	CCD	Phase II - ASTHMA, CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Phase II	APR16	ASTRAZENECA	30125067	APR16	1995	2016
30125068	AZD7986	March 31, 2016					Phase I		CCD	Phase I - Chronic obstructive pulmonary disease		Phase I	APR16	ASTRAZENECA	30125068	APR16	1995	2016
30125069	AZD8108	March 31, 2016					Phase I	N-METHYL-D-ASPARTATE ANTAGONIST	CCD	Phase I - SUICIDAL IDEATION		Phase I	APR16	ASTRAZENECA	30125069	APR16	1995	2016
30125070	AZD8871	March 31, 2016					Phase I		CCD	Phase I - ASTHMA, CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Phase I	APR16	ASTRAZENECA	30125070	APR16	1995	2016
30125071	AZD8999	April 04, 2016					Phase I	MUSCARINIC ACETYLCHOLINE RECEPTOR ANTAGONIST; BETA 2 ADRENOCEPTOR AGONIST	CCD	Phase I - Chronic obstructive pulmonary disease		Phase I	APR16	ASTRAZENECA	30125071	APR16	1995	2016
30125073	AZD9567	April 04, 2016					Phase I	Glucocorticoid receptor modulator	CCD	Phase I - Rheumatoid arthritis		Phase I	APR16	ASTRAZENECA	30125073	APR16	1995	2016
30125074	AZD9977	April 01, 2016					Discontinued	Mineralocorticoid receptor modulator	CCD	Discontinued - DIABETIC KIDNEY DISEASES; Phase I - DIABETIC KIDNEY DISEASES		Discontinued; Phase I	APR16	ASTRAZENECA PLC	30125074	APR16	1995	2016
30125075	DURVALUMAB + DABRAFENIB + TRAMETINIB	April 12, 2016					Phase I		CCD	Phase I - Melanoma		Phase I	APR16	ASTRAZENECA AB	30125075	APR16	1995	2016
30125080	IRESSA + DURVALUMAB	April 11, 2016					Phase I		CCD	Phase I - Non-small cell lung cancer		Phase I	APR16	ASTRAZENECA PLC	30125080	APR16	1995	2016
30125096	TAGRISSO + DURVALUMAB	March 28, 2016					Suspended		CCD	Suspended - NON-SMALL CELL LUNG CANCER; Phase III - NON-SMALL CELL LUNG CANCER		Suspended; Phase III	APR16	ASTRAZENECA	30125096	APR16	1995	2016
30125098	TAGRISSO + SAVOLITINIB	March 29, 2016					Phase I		CCD	Phase I - Non-small cell lung cancer		Phase I	APR16	ASTRAZENECA	30125098	APR16	1995	2016
30123298	AZ-10606120	October 14, 2015					Preclinical	P2X7 RECEPTOR ANTAGONIST	CCD	Preclinical - CANCER, IMMUNE DISORDER, INFLAMMATORY DISEASE, CARDIOVASCULAR DISEASE		Preclinical	OCT15	ASTRAZENECA PLC	30123298	OCT15	1995	2015
30108520	ZD-7288	February 17, 2015					Discontinued	SINO-ATRIAL NODE FUNCTION MODULATOR	CCD	Discontinued - ANGINA PECTORIS; Phase II - ANGINA PECTORIS		Discontinued; Phase II	MAR15	ASTRAZENECA PLC.	30108520	MAR15	1995	2015
30120682	NALOXEGOL	October 13, 2014	PRESCRIPTION DRUG			The recommended dosage is 25 mg once daily in the morning. If patients are not able to tolerate, then reduce the dosage to 12.5 mg once daily.	Launched	Opioid receptor Mu antagonist	DD	Launched - OPIOID-INDUCED CONSTIPATION WITH CHRONIC NON-CANCER PAIN	September 16, 2014	Launched	OCT14_5	ASTRAZENECA	30120682	OCT14_5	2014	2014
30123946	AZD-4721	November 25, 2015		AstraZeneca has discontinued the development of AZD-4721 for the indication of chronic obstructive pulmonary disease due to safety/efficacy.			Discontinued	C-X-C chemokine receptor 2 antagonist	CCD	Discontinued - CHRONIC OBSTRUCTIVE PULMONARY DISEASE; Phase I - CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Discontinued; Phase I	DEC15	ASTRAZENECA PLC	30123946	DEC15	1995	2015
30123947	AZD-6423	December 01, 2015		The drug was discontinued due to lack of safety or efficacy.			Discontinued	NMDA receptor antagonist	CCD	Discontinued - SUICIDAL IDEATION; Phase I - SUICIDAL IDEATION		Discontinued; Phase I	DEC15	ASTRAZENECA	30123947	DEC15	1995	2015
30120786	OMEGA-3-CARBOXYLIC ACIDS	January 08, 2015	PRESCRIPTION DRUG			The dosage of EPANOVA is 2 grams (2 capsules) or 4 grams (4 capsules) once daily.	Launched	POTENTIAL MECHANISMS OF ACTION INCLUDE INHIBITION OF ACYL-COA:1,2-DIACYLGLYCEROL ACYLTRANSFERASE, INCREASED MITOCHONDRIAL AND PEROXISOMAL BETA-OXIDATION IN THE LIVER, DECREASED LIPOGENESIS IN THE LIVER, AND INCREASED PLASMA LIPOPROTEIN LIPASE ACTIVITY.	DD	Launched - HYPERTRIGLYCERIDEMIA	May 05, 2014	Launched	JAN15_5	ASTRAZENECA PLC	30120786	JAN15_5	2014	2015
30118064	MEDI-557	November 11, 2014					Discontinued		CCD	Phase I - RESPIRATORY SYNCYTIAL VIRUS INFECTION; Discontinued - RESPIRATORY SYNCYTIAL VIRUS INFECTION		Discontinued; Phase I	NOV14_4	ASTRAZENECA PLC	30118064	NOV14_4	1995	2014
30123295	ARC-155858	September 30, 2015					Preclinical	MONOCARBOXYLATE TRANSPORTER-1 INHIBITOR; MONOCARBOXYLATE TRANSPORTER-2 INHIBITOR	CCD	Preclinical - Immunosuppression		Preclinical	NOV15	ASTRAZENECA PLC	30123295	NOV15	1995	2015
30120892	AZD-7507	February 06, 2015					Preclinical	Colony stimulating factor 1 receptor inhibitor	CCD	Preclinical - CANCER		Preclinical	FEB15	ASTRAZENECA PLC	30120892	FEB15	1995	2015
30120921	AZD-8186	February 03, 2015					Phase I	PHOSPHOINOSITIDE 3-KINASE BETA INHIBITOR; PHOSPHOINOSITIDE 3-KINASE DELTA INHIBITOR	CCD	Phase I - TRIPLE-NEGATIVE BREAST CANCER, CASTRATE RESISTANT PROSTATE CANCER, SQUAMOUS NON-SMALL CELL LUNG CANCER		Phase I	FEB15	ASTRAZENECA PLC	30120921	FEB15	1995	2015
30120922	AZD-9291	November 16, 2015	PRESCRIPTION DRUG			The recommended dose of TAGRISSO is 80 mg orally once daily, with or without food.	Launched	EPIDERMAL GROWTH FACTOR RECEPTOR INHIBITOR	CCD	Launched - NON-SMALL CELL LUNG CANCER; Phase III - NON-SMALL CELL LUNG CANCER; Phase II - NON-SMALL CELL LUNG CANCER; Phase I - NON-SMALL CELL LUNG CANCER	November 13, 2015	Launched; Phase III; Phase II; Phase I	FEB15	ASTRAZENECA PLC	30120922	FEB15	2015	2015
30120923	AZD-7624	January 27, 2015					Phase II	p38 MAP kinase inhibitor	CCD	Phase II - Chronic obstructive pulmonary disease		Phase II	FEB15	ASTRAZENECA PLC	30120923	FEB15	1995	2015
30120952	ESOMEPRAZOLE MAGNESIUM + NAPROXEN	January 21, 2015	PRESCRIPTION DRUG			One tablet twice daily contain (375 mg/20 mg or 500 mg/20 mg) of naproxen and esomeprazole magnesium	Launched		DD	Launched - OSTEOARTHRITIS, RHEUMATOID ARTHRITIS, ANKYLOSING SPONDYLITIS	April 30, 2010	Launched	FEB15	ASTRAZENECA PLC.	30120952	FEB15	2010	2015
30125061	AZTREONAM + AVIBACTAM	April 25, 2016					Phase II		CCD	Phase I - BACTERIAL INFECTION; Phase II - COMPLICATED INTRA-ABDOMINAL INFECTION		Phase I; Phase II	MAY16	ASTRAZENECA PLC	30125061	MAY16	1995	2016
30125065	AZD5069 + DURVALUMAB	April 18, 2016					Phase II		CCD	Phase II - SQUAMOUS CELL CARCINOMA OF THE HEAD AND NECK		Phase II	MAY16	ASTRAZENECA	30125065	MAY16	1995	2016
30125079	EPANOVA + DAPAGLIFLOZIN	April 18, 2016					Phase II		CCD	Phase II - Non-alcoholic steatohepatitis		Phase II	MAY16	ASTRAZENECA AB	30125079	MAY16	1995	2016
30125082	LESINURAD + ALLOPURINOL	May 03, 2016					Phase I		CCD	Phase I - GOUT		Phase I	MAY16	ASTRAZENECA PLC	30125082	MAY16	1995	2016
30125097	TAGRISSO + SELUMETINIB	April 18, 2016					Phase I		CCD	Phase I - Non-small cell lung cancer		Phase I	MAY16	ASTRAZENECA	30125097	MAY16	1995	2016
30121008	ASPIRIN + ESOMEPRAZOLE	February 05, 2015	PRESCRIPTION DRUG			1 capsule once daily.	Launched		DD	Launched - CARDIOVASCULAR DISEASE, CEREBROVASCULAR DISEASE	August 02, 2011	Launched	FEB15	ASTRAZENECA PLC	30121008	FEB15	2011	2015
30125076	DURVALUMAB + MEDI0680	May 31, 2016					Phase I		CCD	Phase I - Solid tumor		Phase I	JUN16	ASTRAZENECA PLC	30125076	JUN16	1995	2016
30125077	DURVALUMAB + MEDI6383	May 31, 2016					Phase I		CCD	Phase I - Solid tumor		Phase I	JUN16	ASTRAZENECA PLC	30125077	JUN16	1995	2016
30005879	FPL-52694	January 21, 2015					Phase I	Mast cell stabiliser	CCD	Phase I - DUODENAL ULCER		Phase I	FEB15	ASTRAZENECA PLC	30005879	FEB15	1995	2015
30005899	NCQ-298	February 04, 2015					Preclinical	Dopamine receptor D2 antagonist	CCD	Preclinical - Diagnostic imaging		Preclinical	FEB15	ASTRA RESEARCH CENTRE AB	30005899	FEB15	1995	2015
30005237	ZD-6021	October 28, 2014					Preclinical	NK1 RECEPTOR ANTAGONIST; NK2 RECEPTOR ANTAGONIST	CCD	Preclinical - Asthma		Preclinical	NOV14_4	ASTRAZENECA	30005237	NOV14_4	1995	2014
30107983	ICI-197067	November 05, 2014					Preclinical	Kappa opioid receptor agonist	CCD	Preclinical - PAIN, DIURESIS		Preclinical	NOV14_4	ASTRAZENECA	30107983	NOV14_4	1995	2014
30122667	AZD-0914	August 24, 2015					Phase II	DNA gyrase inhibitor	CCD	Phase II - GONORRHEA; Preclinical - CHLAMYDIAL INFECTION, MYCOPLASMA INFECTION		Phase II; Preclinical	SEP15	ASTRAZENECA PLC	30122667	SEP15	1995	2015
30122783	MEDI-8111	September 07, 2015					Phase I	COAGULATION FACTOR MODULATOR	CCD	Phase I - TRAUMA, BLEEDING		Phase I	SEP15	ASTRA ZENECA PLC	30122783	SEP15	1995	2015
30122430	ZM-336372	June 24, 2015					Preclinical	c-RAF inhibitor	CCD	Preclinical - CANCER		Preclinical	JUL15	ASTRAZENECA PLC	30122430	JUL15	1995	2015
30122431	ZM-449829	June 09, 2015					Preclinical	Jak3 tyrosine kinase inhibitor	CCD	Preclinical - Bacterial Infection		Preclinical	JUL15	ASTRAZENECA PLC	30122431	JUL15	1995	2015
30127821	MMV253	December 05, 2016					Preclinical		CCD	Preclinical - Malaria		Preclinical	DEC16	ASTRAZENECA PLC	30127821	DEC16	1995	2016
30128026	MEDI-0562 + TREMELIMUMAB	December 06, 2016					Phase I		CCD	Phase I - Solid tumor		Phase I	DEC16	ASTRAZENECA	30128026	DEC16	1995	2016
30127362	AR-C165395XX	September 13, 2016					Phase I		CCD	Phase I - Type-2 diabetes		Phase I	OCT16	ASTRAZENECA	30127362	OCT16	1995	2016
30125088	RITUXIMA + MEDI551	August 24, 2016					Discontinued		CCD	Phase I - HEMATOLOGICAL MALIGNANCY; Preclinical - B-CELL LYMPHOMA; Discontinued - HEMATOLOGICAL MALIGNANCY		Discontinued; Phase I; Preclinical	SEP16	ASTRAZENECA	30125088	SEP16	1995	2016
30126057	AZD-9412	June 14, 2016					Phase II		CCD	Phase II - ASTHMA; Phase I - CHRONIC OBSTRUCTIVE PULMONARY DISEASE		Phase II; Phase I	JUL16	ASTRAZENECA	30126057	JUL16	1995	2016
30126200	AZD2811	June 30, 2016					Phase I	Aurora kinase B inhibitor	CCD	Phase I - SOLID TUMOR, SMALL CELL LUNG CANCER, HEMATOLOGICAL CARCINOMA		Phase I	JUL16	ASTRAZENECA	30126200	JUL16	1995	2016
30128025	MEDI-0562 + DURVALUMAB	October 24, 2016					Phase I		CCD	Phase I - Solid tumor		Phase I	NOV16	ASTRAZENECA PLC	30128025	NOV16	1995	2016
30126526	MEDI7352	August 04, 2016					Phase I		CCD	Phase I - OSTEOARTHRITIC PAIN		Phase I	AUG16	ASTRAZENECA PLC	30126526	AUG16	1995	2016
